path	format	strict_xml	root_signature	doctype	primary_text_paths	errors
CME/source/CME_phase_1-2/deathjas.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
CME/source/CME_phase_1-2/lifesoul.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
CME/source/CME_phase_1-2/rollecmp.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
CME/source/CME_phase_1-2/rollewks.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
CME/source/CME_phase_1-2/tenwives.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
CME/source/CME_phase_3/CME00002.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/GROUP/TEXT;ETS/EEBO/GROUP/TEXT	
CME/source/CME_phase_3/CME00003.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00004.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00005.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00006.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00007.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00008.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00009.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00010.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00011.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00012.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00014.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00015.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00017.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00018.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00019.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00021.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00022.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00023.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00024.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/GROUP/TEXT	
CME/source/CME_phase_3/CME00025.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/GROUP/TEXT;ETS/EEBO/GROUP/TEXT;ETS/EEBO/GROUP/TEXT	
CME/source/CME_phase_3/CME00026.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00027.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00028.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00029.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00030.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00031.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00032.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00033.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00034.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00035.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00038.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00039.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00040.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00041.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00042.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00043.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00044.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00045.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00046.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00047.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00048.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00049.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00050.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00051.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00052.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00053.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00054.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00055.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00056.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00057.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00058.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00059.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00060.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00061.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00062.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00063.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00064.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00065.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00066.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00067.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00068.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00069.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00070.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00071.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00072.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00073.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00074.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00075.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00076.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00077.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00078.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00079.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00080.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00081.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00082.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00083.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00084.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00085.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00086.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00087.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00088.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00089.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00090.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00091.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00092.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00093.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00094.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00095.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00096.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00097.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00098.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00099.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00100.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00101.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00102.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00103.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00104.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00105.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00106.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00107.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00108.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00109.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00110.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00111.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00112.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00113.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00114.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00115.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00116.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00117.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00118.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00119.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00120.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00121.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00122.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00123.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00124.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00126.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00127.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00128.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00129.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00130.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00131.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00132.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00133.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00134.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00135.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/GROUP/TEXT	
CME/source/CME_phase_3/CME00136.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00137.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00138.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00139.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00140.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00141.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00142.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00144.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00145.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00146.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00147.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00148.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00149.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00150.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/CME_phase_3/CME00151.xml	ets-temphead-eebo	yes	ETS/TEMPHEAD/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/old_files/Corpus/MidEngCorpus/headwords_forms_and_IDs.202112.xml	headwords	yes	HEADWORDS/ENTRY/ENTRY/ENTRY/ENTRY	HEADWORDS	HEADWORDS	
CME/source/recent_changes/additions_2023/CME301.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/additions_2023/CME302.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/additions_2023/CME90022.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/additions_2023/CME90033.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/additions_2023/CME90053.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/additions_2023/CME90162.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/additions_2023/CME90174.xml	ets-header-eebo	yes	ETS/HEADER/EEBO	ETS	ETS/EEBO/TEXT	
CME/source/recent_changes/repairs_2023/CT.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
CME/source/recent_changes/repairs_2023/Paston.xml	dlpstextclass	yes	DLPSTEXTCLASS/HEADER/TEXT		DLPSTEXTCLASS/TEXT	
